1, 0.967154, 0.959022, 0.002033
1, 0.963883, 0.958533, 0.001337
1, 0.962217, 0.957966, 0.001063
1, 0.960842, 0.957264, 0.000894
1, 0.959041, 0.956042, 0.000750
1, 0.958682, 0.955736, 0.000737
1, 0.959533, 0.956678, 0.000714
1, 0.959182, 0.956528, 0.000663
1, 0.957516, 0.955049, 0.000617
1, 0.958648, 0.956184, 0.000616
1, 0.955217, 0.952881, 0.000584
1, 0.956371, 0.954159, 0.000553
1, 0.957686, 0.955616, 0.000517
1, 0.957385, 0.955504, 0.000470
1, 0.955951, 0.954286, 0.000416
1, 0.956534, 0.954989, 0.000386
1, 0.957299, 0.955875, 0.000356
1, 0.957127, 0.955789, 0.000334
1, 0.956398, 0.955145, 0.000313
1, 0.956995, 0.955843, 0.000288
1, 0.955292, 0.954193, 0.000275
1, 0.956696, 0.955658, 0.000259
1, 0.956396, 0.955406, 0.000248
1, 0.955938, 0.954984, 0.000238
1, 0.954593, 0.953666, 0.000232
1, 0.956309, 0.955415, 0.000223
1, 0.955006, 0.954154, 0.000213
1, 0.955528, 0.954681, 0.000212
1, 0.955834, 0.955028, 0.000201
1, 0.954713, 0.953931, 0.000195
1, 0.954057, 0.953306, 0.000188
1, 0.956083, 0.955354, 0.000182
1, 0.956761, 0.956037, 0.000181
1, 0.956601, 0.955899, 0.000175
1, 0.955345, 0.954665, 0.000170
1, 0.954906, 0.954204, 0.000175
1, 0.956082, 0.955400, 0.000170
1, 0.956081, 0.955421, 0.000165
1, 0.955707, 0.955063, 0.000161
1, 0.956400, 0.955745, 0.000164
1, 0.955515, 0.954895, 0.000155
1, 0.955051, 0.954447, 0.000151
1, 0.955828, 0.955220, 0.000152
1, 0.955277, 0.954704, 0.000143
1, 0.955205, 0.954634, 0.000143
1, 0.954840, 0.954277, 0.000141
1, 0.956016, 0.955453, 0.000141
1, 0.955251, 0.954712, 0.000135
1, 0.954381, 0.953832, 0.000137
1, 0.956386, 0.955830, 0.000139
1, 0.956054, 0.955484, 0.000142
1, 0.955994, 0.955422, 0.000143
1, 0.955252, 0.954687, 0.000141
1, 0.955995, 0.955428, 0.000142
1, 0.955860, 0.955324, 0.000134
1, 0.955043, 0.954546, 0.000124
1, 0.954762, 0.954279, 0.000121
1, 0.956107, 0.955618, 0.000122
1, 0.955930, 0.955459, 0.000118
1, 0.956249, 0.955765, 0.000121
1, 0.956941, 0.956464, 0.000119
1, 0.954673, 0.954186, 0.000122
1, 0.955728, 0.955232, 0.000124
1, 0.954497, 0.954009, 0.000122
1, 0.955071, 0.954580, 0.000123
1, 0.955915, 0.955403, 0.000128
1, 0.955876, 0.955372, 0.000126
1, 0.955527, 0.955034, 0.000123
1, 0.956543, 0.956075, 0.000117
1, 0.955986, 0.955541, 0.000111
1, 0.955809, 0.955369, 0.000110
1, 0.954354, 0.953935, 0.000105
1, 0.956106, 0.955695, 0.000103
1, 0.953764, 0.953352, 0.000103
1, 0.956375, 0.955957, 0.000105
1, 0.955356, 0.954950, 0.000101
1, 0.955944, 0.955519, 0.000106
1, 0.955917, 0.955489, 0.000107
1, 0.954535, 0.954091, 0.000111
1, 0.956489, 0.956049, 0.000110
1, 0.955678, 0.955242, 0.000109
1, 0.955449, 0.955033, 0.000104
1, 0.955699, 0.955295, 0.000101
1, 0.955988, 0.955585, 0.000101
1, 0.955649, 0.955247, 0.000101
1, 0.955154, 0.954765, 0.000097
1, 0.956508, 0.956125, 0.000096
1, 0.954430, 0.954049, 0.000095
1, 0.954026, 0.953646, 0.000095
1, 0.954746, 0.954368, 0.000094
1, 0.954582, 0.954203, 0.000095
1, 0.954922, 0.954531, 0.000098
1, 0.955929, 0.955535, 0.000098
1, 0.955465, 0.955076, 0.000097
1, 0.954889, 0.954522, 0.000092
1, 0.955033, 0.954664, 0.000092
1, 0.953962, 0.953595, 0.000092
1, 0.955500, 0.955142, 0.000089
1, 0.955475, 0.955106, 0.000092
1, 0.956299, 0.955926, 0.000093
1, 0.955410, 0.955030, 0.000095
1, 0.955100, 0.954721, 0.000095
1, 0.954406, 0.954031, 0.000094
1, 0.955924, 0.955550, 0.000094
1, 0.956746, 0.956374, 0.000093
1, 0.953052, 0.952689, 0.000091
