85, 0.736566, 0.659891, 0.153350
85, 1.059833, 0.931176, 0.257315
85, 0.858263, 0.774258, 0.168012
85, 0.900145, 0.836001, 0.128288
85, 0.877964, 0.807582, 0.140764
85, 0.814005, 0.741343, 0.145324
85, 0.816594, 0.749415, 0.134359
85, 0.799514, 0.734605, 0.129819
85, 0.779907, 0.712785, 0.134244
85, 0.797035, 0.728032, 0.138006
85, 0.795216, 0.724268, 0.141897
85, 0.774205, 0.701513, 0.145385
85, 0.774739, 0.703593, 0.142292
85, 0.764827, 0.695262, 0.139129
85, 0.762820, 0.694806, 0.136029
85, 0.762706, 0.695507, 0.134398
85, 0.752197, 0.685377, 0.133639
85, 0.755805, 0.687757, 0.136097
85, 0.755103, 0.685276, 0.139653
85, 0.754145, 0.682411, 0.143468
85, 0.758860, 0.686345, 0.145031
85, 0.748354, 0.674942, 0.146824
85, 0.741699, 0.667177, 0.149044
85, 0.742779, 0.666653, 0.152251
85, 0.742430, 0.665550, 0.153761
85, 0.745990, 0.667587, 0.156806
85, 0.746827, 0.667976, 0.157703
85, 0.741615, 0.662886, 0.157458
85, 0.741306, 0.663713, 0.155187
85, 0.734359, 0.658226, 0.152264
85, 0.742028, 0.667115, 0.149825
85, 0.744227, 0.670623, 0.147207
85, 0.741702, 0.667966, 0.147471
85, 0.735377, 0.661655, 0.147443
85, 0.742765, 0.668842, 0.147845
85, 0.737714, 0.663433, 0.148561
85, 0.734238, 0.659142, 0.150192
85, 0.739463, 0.662998, 0.152930
85, 0.736717, 0.659203, 0.155029
85, 0.730204, 0.652902, 0.154605
85, 0.733933, 0.656303, 0.155258
85, 0.740726, 0.663595, 0.154262
85, 0.734874, 0.657762, 0.154224
85, 0.734950, 0.658532, 0.152837
85, 0.738318, 0.662009, 0.152619
85, 0.736873, 0.660379, 0.152987
85, 0.735771, 0.659209, 0.153125
85, 0.737897, 0.662138, 0.151519
85, 0.736653, 0.660192, 0.152922
85, 0.735134, 0.659122, 0.152025
85, 0.734696, 0.659034, 0.151324
85, 0.737087, 0.661008, 0.152157
85, 0.736853, 0.659946, 0.153814
85, 0.734513, 0.658355, 0.152315
85, 0.737734, 0.659898, 0.155671
85, 0.734894, 0.657225, 0.155338
85, 0.728151, 0.651405, 0.153492
85, 0.735356, 0.658270, 0.154172
85, 0.736698, 0.660286, 0.152823
85, 0.732013, 0.655627, 0.152773
85, 0.733152, 0.656547, 0.153209
85, 0.729583, 0.653099, 0.152967
85, 0.734349, 0.658055, 0.152587
85, 0.733738, 0.657672, 0.152131
85, 0.737910, 0.660962, 0.153895
85, 0.736500, 0.659576, 0.153848
85, 0.735228, 0.657919, 0.154619
85, 0.735697, 0.658635, 0.154124
85, 0.735854, 0.658625, 0.154458
85, 0.734459, 0.657478, 0.153961
85, 0.731510, 0.654868, 0.153284
85, 0.735474, 0.659389, 0.152170
85, 0.731715, 0.655214, 0.153004
85, 0.732885, 0.657310, 0.151150
85, 0.736861, 0.660493, 0.152737
85, 0.731581, 0.655147, 0.152868
