120, 0.719964, 0.636849, 0.166229
120, 0.822263, 0.737255, 0.170014
120, 0.728238, 0.647875, 0.160726
120, 0.756334, 0.677331, 0.158006
120, 0.774088, 0.694397, 0.159382
120, 0.745396, 0.664369, 0.162055
120, 0.723564, 0.639814, 0.167499
120, 0.729845, 0.644152, 0.171385
120, 0.748183, 0.662456, 0.171454
120, 0.741524, 0.656317, 0.170414
120, 0.728303, 0.644117, 0.168371
120, 0.727318, 0.643369, 0.167898
120, 0.727113, 0.644225, 0.165776
120, 0.733607, 0.651519, 0.164176
120, 0.731856, 0.649844, 0.164024
120, 0.721627, 0.639750, 0.163754
120, 0.721599, 0.639595, 0.164008
120, 0.725287, 0.643352, 0.163870
120, 0.724599, 0.643133, 0.162931
120, 0.730416, 0.649166, 0.162501
120, 0.719317, 0.639228, 0.160178
120, 0.723749, 0.644755, 0.157987
120, 0.725366, 0.646070, 0.158592
120, 0.726407, 0.647169, 0.158475
120, 0.724863, 0.645149, 0.159429
120, 0.723250, 0.643401, 0.159699
120, 0.719254, 0.637896, 0.162716
120, 0.720236, 0.638228, 0.164014
120, 0.721028, 0.638404, 0.165249
120, 0.728078, 0.644055, 0.168045
120, 0.718239, 0.634964, 0.166551
120, 0.724956, 0.641055, 0.167801
120, 0.720460, 0.636500, 0.167921
120, 0.721619, 0.637713, 0.167813
120, 0.717109, 0.633559, 0.167100
120, 0.720829, 0.637180, 0.167298
120, 0.718241, 0.634656, 0.167170
120, 0.721433, 0.637569, 0.167728
120, 0.723863, 0.639962, 0.167803
120, 0.718356, 0.634869, 0.166973
120, 0.720746, 0.637973, 0.165545
120, 0.721980, 0.638837, 0.166287
120, 0.724649, 0.641994, 0.165312
120, 0.722059, 0.639361, 0.165396
120, 0.718874, 0.636257, 0.165234
120, 0.718037, 0.635338, 0.165398
120, 0.722979, 0.640192, 0.165573
120, 0.715611, 0.632659, 0.165904
120, 0.718027, 0.635550, 0.164955
120, 0.719042, 0.636316, 0.165452
120, 0.719456, 0.636563, 0.165784
120, 0.717523, 0.634928, 0.165190
120, 0.724614, 0.641107, 0.167014
120, 0.721033, 0.637228, 0.167611
120, 0.719900, 0.636034, 0.167732
120, 0.719979, 0.636762, 0.166434
120, 0.720321, 0.636653, 0.167336
120, 0.722375, 0.638849, 0.167053
120, 0.716001, 0.632665, 0.166672
120, 0.719198, 0.636115, 0.166165
120, 0.719342, 0.636686, 0.165313
120, 0.719285, 0.636107, 0.166357
120, 0.721414, 0.638526, 0.165775
120, 0.718609, 0.636081, 0.165057
120, 0.718234, 0.635322, 0.165825
120, 0.716354, 0.633728, 0.165252
120, 0.721714, 0.638558, 0.166314
120, 0.724971, 0.641759, 0.166424
120, 0.720040, 0.636891, 0.166298
120, 0.724426, 0.640995, 0.166862
120, 0.720758, 0.637596, 0.166323
120, 0.723430, 0.640050, 0.166759
120, 0.717319, 0.634320, 0.165999
120, 0.719994, 0.636583, 0.166823
120, 0.720578, 0.637717, 0.165723
120, 0.722191, 0.639095, 0.166192
120, 0.721094, 0.637976, 0.166236
120, 0.723829, 0.640748, 0.166161
120, 0.719319, 0.636154, 0.166330
120, 0.724170, 0.641156, 0.166029
120, 0.720616, 0.637127, 0.166979
120, 0.718973, 0.635301, 0.167344
120, 0.722157, 0.639032, 0.166250
120, 0.720833, 0.637573, 0.166520
120, 0.720068, 0.636854, 0.166428
120, 0.718550, 0.635335, 0.166431
120, 0.723886, 0.640590, 0.166591
120, 0.720990, 0.637915, 0.166151
120, 0.721103, 0.638351, 0.165505
120, 0.723323, 0.640055, 0.166536
120, 0.719683, 0.636789, 0.165788
120, 0.714874, 0.632157, 0.165433
120, 0.721955, 0.639192, 0.165527
120, 0.724081, 0.640518, 0.167125
120, 0.718838, 0.635253, 0.167169
120, 0.720236, 0.637396, 0.165680
120, 0.723735, 0.641054, 0.165363
120, 0.722907, 0.639349, 0.167117
120, 0.725598, 0.642054, 0.167089
